Peak daily footfall in the last month
Date,Peak Footfall
2020-11-21,272

Average daily footfalls in a week
Day,Daily Avearge
Sunday,241
Monday,251
Tuesday,235
Wednesday,239
Thrusday,250
Friday,242
Saturday,254

Average footfalls per hour shown over a day(12 working hours)
Date,Hourly Avearge
2020-11-01,19
2020-11-02,20
2020-11-03,21
2020-11-04,20
2020-11-05,22
2020-11-06,22
2020-11-07,20
2020-11-08,22
2020-11-09,21
2020-11-10,19
2020-11-11,18
2020-11-12,20
2020-11-13,18
2020-11-14,21
2020-11-15,19
2020-11-16,22
2020-11-17,19
2020-11-18,20
2020-11-19,22
2020-11-20,20
2020-11-21,23
2020-11-22,21
2020-11-23,21
2020-11-24,19
2020-11-25,21
2020-11-26,19
2020-11-27,21
2020-11-28,21
2020-11-29,20
2020-11-30,21
